,text
140,"['학부', '대학원', '연구', '주제', '활동', '체험', '연구', '역량', '진로설정', '도움', '블록체인', '주요', '연구', '주제', '블록체인', '기술', '서비스', '동향', '수강', '연구', '주제', '내용', '수강', '대학원', '연구', '과제', '실제', '연구', '활동', '경험', '수강', '주별', '월별', '보고서', '작성', '보고서', '바탕', '성취도']"
141,"['학부', '소프트웨어공학', '연구실', '진행', '연구', '체험', '고급', '지식', '습득', '연구', '역량', '진로설정', '도움', '소프트웨어공학', '연구실', '소프트웨어', '개발', '분석', '유지', '보수', '최신', '기술', '개발', '소프트웨어', '품질', '보장', '기법', '연구', '진행', '수강', '신청', '담당', '강사', '사전', '면담', '필수', '고품질', '소프트웨어', '성공', '개발', '개발', '소프트웨어', '품질', '조사', '분석', '개선', '최신', '지식', '기술', '실무', '노하우', '습득', '효과', '달성', '수강', '소프트웨어공학', '연구실', '진행', '실제', '연구', '교수', '박사', '과정', '지도', '연구', '주제', '도출', '필요', '연구', '진행', '연구', '결과물', '도출', '국내', '국제', '학술', '대회', '논문', '발표', '특허', '출원', '실제', '소프트웨어공학', '연구실', '인턴', '예비', '인턴', '대상']"
142,"['인터넷', '내부', '동작', '이해', '초점', '인터넷', '컴퓨터네트워크프로토콜', '응용계층', '시작', '링크', '계층', 'Top-down방식', '소개', '바탕', '인터넷', '프로토콜', '실제', '구현', '프로그램', '작성', '컴퓨터네트워크프로토콜', '응용계층', '시작', '네트워크계층', 'Top-down방식', '바탕', '차세대인터넷프로토콜', '멀티미디어통신프로토콜', '프로그램', '작성', '프로토콜', '동작']"
143,"['컴퓨터공학', '프로그램', '작성', '필요', '컴퓨터', '언어', '소프트웨어', '도구', '최적', '컴퓨터구조', '이해', '컴퓨터구조', '명령어', '세트', '레지스터', '기능블록', '구성', '내부', '구조', '메모리', '버스', '구성', '시스템', '구조', '포괄', '컴퓨터', '구성', '메모리', '입출력장치', '제어부', '처리속도', '메모리', '크기', '버스구조', '코아', '개수', '전력소모', '컴퓨터구조', '성능', '척도', '명령어', '세트', '레지스터', '기능', '블럭', '내부', '구조', '이해', '메모리구조', '이해', '보조', '기억', '장치', '컴퓨터', '장치', '이해', '컴퓨터', '제어부', '버스', '파이프라인', '구조', '이해', '컴퓨터성능', '분석']"
144,"['사전', '담당', '교수', '면담', '수강', '수강', '가능', '수강', '빅데이터마이닝', '연구실', '연구', '활동', '기회', '빅데이터마이닝', '연구실', '실용', '어플리케이션', '연구', '초점', '다양', '소셜미디어', '수집', '규모', '형성', '데이터', '연구', '트위터', '그래프', '소셜', '네트워크', '관계', '텍스트', '메시지', '위치', '정보', '성질', '다양', '데이터', '클러스터링', '패턴마이닝', '추천시스템', '개발', '현재', '인간행동', '패턴', '분석', '트위터', '텍스트', '위치', '정보', '여행자', '경로', '패턴', 'Q&A서비스', '데이터', '분석', '분야', '전문가', '연구', '연구', '활용', '기반', '기술', '이용한', '병렬컴퓨팅', '데이터마이닝', '기법', '데이터', '베이스', '자연어', '머신러닝', '딥러닝', '상급생', '활동', '장학금', '지급', '연계', '연구', '활동', '결과물', '발표', '출판', '학회', '참가', '기회', '아래', '주제', '선택', '연구', '활동', '딥러닝', '이용', '추천시스템', '연구', '소셜', '네트워크', '정보', '전달', '패턴', '연구', '이미지', '데이터', '검색', '딥러닝', '네트워크', '색인', '기기', '수집', '스트리밍데이터', '이용', '기계', '물론', '주제', '연구', '가능']"
145,"['교수', '연구실', '진행', '연구', '학부생', '대학원', '연구', '주제', '연구', '활동', '체험', '연구', '역량', '진로설정', '도움', '학생', '조교', '실제', '연구', '지식', '습득', '주별', '연구', '실습', '보고서', '작성', '바탕', '성취도']"
146,"['프로그래밍언어', '시스템', '이론', '실제', '탐구', '프로그램', '효율성', '유지관리성', '확장성', '보안', '프로그래밍', '기법', '유도', '도구', '제작', '근본', '프로그램', '분석', '기법', '공부', '실제', '문제', '해결', '패러다임', '프로그래밍언어', '시스템', '이해', '안전', '보안', '보장', '프로그램', '본질', '파악', '프로그램', '제작', '유도', '도구', '설계', '구현', '능력', '배양']"
147,"['컴퓨터', '이해', '설계', '시뮬레이션', 'TPU기반', 'AI프로세서', '구조', '이해', '엔비디아', 'GPU기반', 'AI프로세서', '구조', '이해', '설계', '시뮬레이션', '진행']"
148,"['학부', '인텔리전트머신', '연구실', '진행', '연구', '체험', '고급', '지식', '습득', '연구', '역량', '진로설정', '도움', '인공지능', '기계학습', '강화', '이해']"
149,"['교수', '연구실', '진행', '연구', '학부생', '대학원', '연구', '주제', '연구', '활동', '체험', '연구', '역량', '진로설정', '도움', '대학원', '연구', '주제', '연구', '활동', '체험', '연구', '역량', '진로설정', '도움']"
150,"['교수', '사전', '면담', '선발', '학생', '대상', '운영', '필요', '연구', '프로젝트', '다양', '방법', '운영', '연구실', '프로젝트', '개별연구', '학생', '간접', '연구', '기회', '부여', '궁극', '학생', '연구', '능력', '향상', '프로젝트', '동안', '연구', '내용', '면담', '신청']"
151,"['프로그램', '분석', '합성', '기존', '연구', '문헌', '조사', '개별연구', '프로그램', '분석', '프로그램', '실행', '성질', '자동', '파악', '기술', '소프트웨어', '오류탐지', '안전', '증명', '프로그램', '최적화', '프로그램', '합성', '수준', '언어', '요구조건', '자동', '그것', '만족', '프로그램', '기술', '연구', '결과', '커뮤니케이션', '능력', '함양', '독자', '연구', '능력', '함양', '프로그래밍언어', '분야', '최신', '연구', '트렌드', '습득']"
152,"['학부', '대학원', '연구', '주제', '활동', '체험', '연구', '역량', '진로설정', '도움', '블록체인', '주요', '연구', '주제', '블록체인', '기술', '서비스', '동향', '수강', '연구', '주제', '내용', '수강', '대학원', '연구', '과제', '실제', '연구', '활동', '경험', '수강', '주별', '월별', '보고서', '작성', '보고서', '바탕', '성취도']"
153,"['학부', '소프트웨어공학', '연구실', '진행', '연구', '체험', '고급', '지식', '습득', '연구', '역량', '진로설정', '도움', '소프트웨어공학', '연구실', '소프트웨어', '개발', '분석', '유지', '보수', '최신', '기술', '개발', '소프트웨어', '품질', '보장', '기법', '연구', '진행', '수강', '신청', '담당', '강사', '사전', '면담', '필수', '고품질', '소프트웨어', '성공', '개발', '개발', '소프트웨어', '품질', '조사', '분석', '개선', '최신', '지식', '기술', '실무', '노하우', '습득', '기법', '기술', '연구', '효과', '달성', '수강', '소프트웨어공학', '연구실', '진행', '실제', '연구', '교수', '박사', '과정', '지도', '연구', '주제', '도출', '필요', '연구', '진행', '연구', '결과물', '도출', '국내', '국제', '학술', '대회', '논문', '발표', '특허', '출원', '실제', '소프트웨어공학', '연구실', '인턴', '예비', '인턴', '대상']"
154,"['대학원', '데이터베이스', '연구실', '연구', '주제', '이해', '대학원', '생활', '비전', '이해', '대학원', '생활', '이해', '대학원', '졸업', '진로', '취업', '이해', '데이터베이스', '연구실', '연구', '주제', '이해']"
155,"['폐강', '학년', '팀프로젝트', '소프트웨어', '구상', '구현', '발표', '전시', '소프트웨어', '개발', '필요', '기반', '기술', '습득', '과정', '실제', '구현', '활용', '개발', '과정', '발생', '문제점', '해결', '과정', '소프트웨어개발', '방법', '개발툴', '검증방법', '기대', '지도', '교수', '지도', '개별', '계획', '산업체', '요구사항', '소프트웨어', '개발', '기반', '기술', '활용', '소프트웨어개발', '방법론', '적용']"
156,"['목적', '단위', '소프트웨어개발', '프로젝트', '상품화수준', '소프트웨어개발', '소프트웨어', '품질보장방법', '소프트웨어', '품질', '보장', '소프트웨어개발', '산출물', '요구사항분석', '설계문서', '구현', '노트', '검증방법', '소프트웨어', '소스', '코드', '디버깅', '테스트', '검증방법', '소프트웨어개발', '산출물', '효율', '유지보수방법', '습득', '컴퓨터공학', '학생', '산업체', '요구', '능력', '배양', '학부', '이론', '바탕', '공동', '작품', '설계', '해결', '기법', '함양', '목적', '단위', '소프트웨어개발', '프로젝트', '상품화수준', '소프트웨어개발', '소프트웨어', '품질보장방법', '소프트웨어', '품질', '보장', '소프트웨어개발', '산출물', '요구사항분석', '설계문서', '구현', '노트', '검증방법', '소프트웨어', '소스', '코드', '디버깅', '테스트', '검증방법', '소프트웨어개발', '산출물', '효율', '유지보수방법', '습득', '컴퓨터공학', '학생', '산업체', '요구', '능력', '배양', '학부', '이론', '바탕', '공동', '작품', '설계', '해결', '기법', '함양']"
157,"['공학인증종합설계', '컴퓨터', '캡스톤디자인', '연장', '지도', '교수', '정기', '미팅', '설계', '방법', '작품', '구현', '내용', '추가', '최근', '기술', '동향', '파악', '세미나', '참석', '요구', '참석', '여부', '최종', '목적', '단위', '소프트웨어개발', '프로젝트', '상품화수준', '소프트웨어개발', '소프트웨어', '품질보장방법', '소프트웨어', '품질', '보장', '소프트웨어개발', '산출물', '요구사항분석', '설계문서', '구현', '노트', '검증방법', '소프트웨어', '소스', '코드', '디버깅', '테스트', '검증방법', '소프트웨어개발', '산출물', '효율', '유지보수방법', '습득', '컴퓨터공학', '학생', '산업체', '요구', '능력', '배양', '학부', '이론', '바탕', '공동', '작품', '설계', '해결', '기법', '함양']"
158,"['공학인증종합설계', '컴퓨터', '캡스톤디자인', '연장', '지도', '교수', '정기', '미팅', '설계', '방법', '작품', '구현', '내용', '추가', '최근', '기술', '동향', '파악', '세미나', '참석', '요구', '참석', '여부', '최종', '목적', '단위', '소프트웨어개발', '프로젝트', '상품화수준', '소프트웨어개발', '소프트웨어', '품질보장방법', '소프트웨어', '품질', '보장', '소프트웨어개발', '산출물', '요구사항분석', '설계문서', '구현', '노트', '검증방법', '소프트웨어', '소스', '코드', '디버깅', '테스트', '검증방법', '소프트웨어개발', '산출물', '효율', '유지보수방법', '습득', '컴퓨터', '공학', '학생', '산업체', '요구', '능력', '배양', '학부', '이론', '바탕', '공동', '작품', '설계', '해결', '기법', '함양']"
159,"['졸업논문', '과정', '학생', '주제', '졸업작품']"
160,"['공학인증종합설계', '컴퓨터', '캡스톤디자인', '연장', '지도', '교수', '정기', '미팅', '설계', '방법', '작품', '구현', '내용', '추가', '최근', '기술', '동향', '파악', '세미나', '참석', '요구', '참석', '여부', '최종', '목적', '단위', '소프트웨어개발', '프로젝트', '상품화수준', '소프트웨어개발', '소프트웨어', '품질보장방법', '소프트웨어', '품질', '보장', '소프트웨어개발', '산출물', '요구사항분석', '설계문서', '구현', '노트', '검증방법', '소프트웨어', '소스', '코드', '디버깅', '테스트', '검증방법', '소프트웨어개발', '산출물', '효율', '유지보수방법', '습득', '컴퓨터공학', '학생', '산업체', '요구', '능력', '배양', '학부', '이론', '바탕', '공동', '작품', '설계', '해결', '기법', '함양']"
161,"['지도', '교수', '배정', '지도', '교수', '작품', '주제', '선정', '작품', '개발', '진행', '목적', '단위', '소프트웨어개발', '프로젝트', '상품화수준', '소프트웨어개발', '소프트웨어', '품질보장방법', '소프트웨어', '품질', '보장', '소프트웨어개발', '산출물', '요구사항분석', '설계문서', '구현', '노트', '검증방법', '소프트웨어', '소스', '코드', '디버깅', '테스트', '검증방법', '소프트웨어개발', '산출물', '효율', '유지보수방법', '습득', '컴퓨터공학', '학생', '산업체', '요구', '능력', '배양', '학부', '이론', '바탕', '공동', '작품', '설계', '해결', '기법', '함양']"
162,"['지도', '교수', '배정', '지도', '교수', '작품', '주제', '선정', '작품', '개발', '목적', '단위', '소프트웨어개발', '프로젝트', '상품화수준', '소프트웨어개발', '소프트웨어', '품질보장방법', '소프트웨어', '품질', '보장', '소프트웨어개발', '산출물', '요구사항분석', '설계문서', '구현', '노트', '검증방법', '소프트웨어', '소스', '코드', '디버깅', '테스트', '검증방법', '소프트웨어개발', '산출물', '효율', '유지보수방법', '습득', '컴퓨터공학', '학생', '산업체', '요구', '능력', '배양', '학부', '이론', '바탕', '공동', '작품', '설계', '해결', '기법', '함양']"
163,"['지도', '교수', '산업체', '요구', '사항', '바탕', '자체', '설계', '작품', '내용', '주제', '선정', '설계', '구현', '최종', '작품', '완성', '과정', '발생', '문제', '지도', '교수', '산업체', '연구원', '조언', '자체', '해결', '목적', '단위', '소프트웨어개발', '프로젝트', '상품화수준', '소프트웨어개발', '소프트웨어', '품질보장방법', '소프트웨어', '품질', '보장', '소프트웨어개발', '산출물', '요구사항분석', '설계문서', '구현', '노트', '검증방법', '소프트웨어', '소스', '코드', '디버깅', '테스트', '검증방법', '소프트웨어개발', '산출물', '효율', '유지보수방법', '습득', '컴퓨터공학', '학생', '산업체', '요구', '능력', '배양', '학부', '이론', '바탕', '공동', '작품', '설계', '해결', '기법', '함양']"
164,"['세미나', '진행', '캡스톤디자인', '작품', '제작', '필요', '지식확보', '최근', '관련기술동향파악', '내부', '외부', '강사', '초빙', '세미나', '진행', '사전', '공지', '예정', '세미나', '참석', '여부', '최종', '지도', '교수', '미팅', '캡스톤', '작품', '제작', '지도', '교수', '미팅', '조언', '진행', '목적', '단위', '소프트웨어개발', '프로젝트', '상품화수준', '소프트웨어개발', '소프트웨어', '품질보장방법', '소프트웨어', '품질', '보장', '소프트웨어개발', '산출물', '요구사항분석', '설계문서', '구현', '노트', '검증방법', '소프트웨어', '소스', '코드', '디버깅', '테스트', '검증방법', '소프트웨어개발', '산출물', '효율', '유지보수방법', '습득', '컴퓨터', '공학', '학생', '산업체', '요구', '능력', '배양', '학부', '이론', '바탕', '공동', '작품', '설계', '해결', '기법', '함양']"
165,"['공학인증종합설계', '컴퓨터', '캡스톤디자인', '연장', '지도', '교수', '정기', '미팅', '설계', '방법', '작품', '구현', '내용', '학생', '캡스톤', '주제', '진행', '방법', '캡스톤', '프로젝트', '성공']"
166,"['공학인증종합설계', '컴퓨터', '캡스톤디자인', '연장', '지도', '교수', '정기', '미팅', '설계', '방법', '작품', '구현', '내용', '추가', '최근', '기술', '동향', '파악', '세미나', '참석', '요구', '참석', '여부', '최종', '목적', '단위', '소프트웨어개발', '프로젝트', '상품화수준', '소프트웨어개발', '소프트웨어', '품질보장방법', '소프트웨어', '품질', '보장', '소프트웨어개발', '산출물', '요구사항분석', '설계문서', '구현', '노트', '검증방법', '소프트웨어', '소스', '코드', '디버깅', '테스트', '검증방법', '소프트웨어개발', '산출물', '효율', '유지보수방법', '습득', '컴퓨터공학', '학생', '산업체', '요구', '능력', '배양', '학부', '이론', '바탕', '공동', '작품', '설계', '해결', '기법', '함양']"
167,"['세미나', '진행', '캡스톤디자인', '작품', '제작', '필요', '지식확보', '최근', '관련기술동향파악', '내부', '외부', '강사', '초빙', '세미나', '진행', '사전', '공지', '예정', '세미나', '참석', '여부', '최종', '지도', '교수', '미팅', '캡스톤', '작품', '제작', '지도', '교수', '미팅', '조언', '진행', '목적', '단위', '소프트웨어개발', '프로젝트', '상품화수준', '소프트웨어개발', '소프트웨어', '품질보장방법', '소프트웨어', '품질', '보장', '소프트웨어개발', '산출물', '요구사항분석', '설계문서', '구현', '노트', '검증방법', '소프트웨어', '소스', '코드', '디버깅', '테스트', '검증방법', '소프트웨어개발', '산출물', '효율', '유지보수방법', '습득', '컴퓨터공학', '학생', '산업체', '요구', '능력', '배양', '학부', '이론', '바탕', '공동', '작품', '설계', '해결', '기법', '함양']"
168,"['공학인증종합설계', '컴퓨터', '캡스톤디자인', '연장', '지도', '교수', '정기', '미팅', '설계', '방법', '작품', '구현', '내용', '추가', '최근', '기술', '동향', '파악', '세미나', '참석', '요구', '참석', '여부', '최종', '목적', '단위', '소프트웨어개발', '프로젝트', '상품화수준', '소프트웨어개발', '소프트웨어', '품질보장방법', '소프트웨어', '품질', '보장', '소프트웨어개발', '산출물', '요구사항분석', '설계문서', '구현', '노트', '검증방법', '소프트웨어', '소스', '코드', '디버깅', '테스트', '검증방법', '소프트웨어개발', '산출물', '효율', '유지보수방법', '습득', '컴퓨터공학', '학생', '산업체', '요구', '능력', '배양', '학부', '이론', '바탕', '공동', '작품', '설계', '해결', '기법', '함양']"
169,"['게임', '연구실', '진행', 'HCI(인간-컴퓨터상호작용)', '연구', '과제', 'HCI(인간-컴퓨터상호작용)', '연구', '방법', '실제', '경험']"
170,"['대학원', 'HCI(인간-컴퓨터상호작용)', '학과', '관심', '학생', '대상', '교수', '연구실', '연구', '실습', '대상', '연구실', '실습', '때문', '강사', '사전', '연구', '주제', '상담', '강사', '허락', '수강', '신청']"
171,"['수강', '신청', '담당', '강사', '상담', '융합기술혁신', '주제', '중심', 'HCI(인간-컴퓨터상호작용)', '게임', '엡컨텐츠', '헬스케어', 'UI와UX', '융합교육컨텐츠', 'IOT컨텐츠', '이노베이션제품', '운송기기컨텐츠', '공연기획', '무대장치컨텐츠', '테마파크', '엔터테인먼트컨텐츠', '공간기획', '작업', '프로젝트', '진행', '기업', '네트워크', '연결', '현장', '병행', '주제', '현장', '전문가', '멘토', '인프라', '도입', '적극', '활용', '융합기술혁신', '주제', '중심', '프로젝트', '진행', '기업', '네트워크', '연결', '현장', '병행', '현장', '전문가', '도입', '적극', '활용']"
172,"['대학원', 'HCI(인간-컴퓨터상호작용)', '학과', '관심', '학생', '대상', 'Human-AI-Interaction랩', '연구', '실습', '대상', '연구실', '실습', '때문', '강사', '사전', '연구', '주제', '상담', '강사', '허락', '수강', '신청']"
173,"['대학원', 'HCI(인간-컴퓨터상호작용)', '학과', '관심', '학생', '대상', '교수', '연구실', '연구', '경험', '기반', '연구실', '미팅', '때문', '강사', '사전', '연구', '주제', '상담', '강사', '허락', '수강', '신청']"
174,"['대학원', 'HCI(인간-컴퓨터상호작용)', '학과', '관심', '학생', '대상', '교수', '연구실', '연구', '실습', '대상', '연구실', '실습', '때문', '강사', '사전', '연구', '주제', '상담', '강사', '허락', '수강', '신청']"
175,"['융합', '주제', '팀프로젝트', '수강', '신청', '담당', '강사', '주제', '상담', '학생', '관심', '주제', '강사', '지도', '주제', '부합', '수강', '융합', '프로젝트', '주제', '탐색', '팀프로젝트', '개발', '실험', '디자인', '개선', '아이디어', '발굴']"
176,"['애드테크', '트랙', '주제', '전문가', '특강', '개별', '프로젝트', '수강', '신청', '담당', '강사', '주제', '상담', '학생', '관심', '주제', '강사', '지도', '주제', '부합', '수강', '애드테크', '트랙', '전문가', '특강', '애드테크', '트랙', '개별', '프로젝트', '실험', '프로젝트', '개선', '아이디어', '발굴']"
177,"['융합', '주제', '팀프로젝트', '수강', '신청', '담당', '강사', '주제', '상담', '학생', '관심', '주제', '강사', '지도', '주제', '부합', '수강']"
178,"['융합', '주제', '팀프로젝트', '수강', '신청', '담당', '강사', '주제', '상담', '학생', '관심', '주제', '강사', '지도', '주제', '부합', '수강', '다양', '창의', '아이디어', '학생', '컬쳐', '테크놀로지', '구체', '아이디어', '구상', '현실', '통합', '주제', '학생', '협력', '제시', '문제', '해결', '사례', '연구', '실제', '문제', '해결', '프로젝트', '진행']"
179,"['대학원', 'HCI(인간-컴퓨터상호작용)', '학과', '관심', '학생', '대상', 'Human-AI-Interaction랩', '지도', '교수', '고민삼', '연구', '실습', '대상', '연구실', '실습', '때문', '강사', '사전', '연구', '주제', '상담', '강사', '허락', '수강', '신청']"
180,"['게임', '연구실', '진행', 'HCI(인간-컴퓨터상호작용)', '연구', '과제', 'HCI(인간-컴퓨터상호작용)', '연구', '방법', '실제', '경험']"
181,"['HCI(인간-컴퓨터상호작용)', '대학원', '연구', '과정', '관찰', '분야', '이해', '대학원', '진학', '여부', '참색', '과정', '연구실', '프로젝트', '현장', '연구', '활동', '체험']"
182,"['수강', '신청', '담당', '강사', '상담', '융합기술혁신', '주제', '중심', 'HCI(인간-컴퓨터상호작용)', '게임', '엡컨텐츠', '헬스케어', 'UI와UX', '융합교육컨텐츠', 'IOT컨텐츠', '이노베이션제품', '운송기기컨텐츠', '공연기획', '무대장치컨텐츠', '테마파크', '엔터테인먼트컨텐츠', '공간기획', '작업', '프로젝트', '진행', '기업', '네트워크', '연결', '현장', '병행', '주제', '현장', '전문가', '멘토', '인프라', '도입', '적극', '활용', '융합기술혁신', '주제', '중심', '프로젝트', '진행', '기업', '네트워크', '연결', '현장', '병행', '현장', '전문가', '도입', '적극', '활용']"
183,"['대학원', 'HCI(인간-컴퓨터상호작용)', '학과', '관심', '학생', '대상', 'Human-AI-Interaction랩', '연구', '실습', '대상', '연구실', '실습', '때문', '강사', '사전', '연구', '주제', '상담', '강사', '허락', '수강', '신청']"
184,"['대학원', 'HCI(인간-컴퓨터상호작용)', '학과', '관심', '학생', '대상', '교수', '연구실', '연구', '경험', '기반', '연구실', '미팅', '매주', '월요일', '오후', '때문', '강사', '사전', '연구', '주제', '상담', '강사', '허락', '수강', '신청']"
185,"['연구실', '실습', '때문', '강사', '사전', '연구', '주제', '상담', '강사', '허락', '수강', '신청']"
186,"['대학원', 'HCI(인간-컴퓨터상호작용)', '학과', '관심', '학생', '대상', 'Interaction&Experience랩', '연구', '실습', '연구실', '실습', '때문', '강사', '사전', '연구', '주제', '상담', '강사', '허락', '수강', '신청', '문헌', '검토', '요인', '실험', '데이터', '분석', '보고서', '생성', '주간', '보고서', '최종', '보고서']"
187,"['융합', '주제', '팀프로젝트', '수강', '신청', '담당', '강사', '주제', '상담', '학생', '관심', '주제', '강사', '지도', '주제', '부합', '수강']"
188,"['융합', '주제', '팀프로젝트', '수강', '신청', '담당', '강사', '주제', '상담', '학생', '관심', '주제', '강사', '지도', '주제', '부합', '수강', '융합', '프로젝트', '주제', '탐색', '팀프로젝트', '개발', '실험', '디자인', '개선', '아이디어', '발굴']"
189,"['융합', '캡스톤디자인', '이수', '학생', '대상', '애드테크', '실습', '학년', '애드테크', '트랙', '학생', '분야', '취업', '도움', '데이터', '마케팅', '실무', '능력', '향상', '초점']"
190,"['융합', '주제', '팀프로젝트', '수강', '신청', '담당', '강사', '주제', '상담', '학생', '관심', '주제', '강사', '지도', '주제', '부합', '수강']"
191,"['융합', '주제', '팀프로젝트', '수강', '신청', '담당', '강사', '주제', '상담', '학생', '관심', '주제', '강사', '지도', '주제', '부합', '수강', '학생', '개인', '관심', '주제', '결과물', '도출', '필요', '제시', '합리', '접근', '방법', '수립']"
192,"['뮤직프로덕션', '업무', '활용', '테크놀로지', '업무', '단계', '음악', '음향학', '악기', '구조', '뮤직프로덕션', '연관', '분야', '믹싱콘솔', '레코더', '마이크로폰', '스피커', '구성', '시스템', '기능', '역할', '이해', '컴퓨터', '기반', 'MIDI미디', '이용', '녹음', '편집', '믹싱', '테크닉', '음악', '제작', '미디어프로덕션', '요구', '프로덕션', '테크닉', '강의식', '수업', '시연', '학생', '실습', '과제', '구성', '뮤직프로덕션', '업무', '개념', '단계', '이해', '음악음향학', '악기', '구조', '이해', '뮤직프로덕션', '활용', '믹싱콘솔', '마이크', '시그널프로세서', '기능', '시스템', '기능', '특성', '이해', '음향', '신호', '연결', '전송', '조정', '기능', '이해']"
193,"['과정', '유닉스', '운영', '체제', '서비스', '초점', '시스템', '프로그래밍', '기술', '방법', '탐구', '주제', '시스템', '호출', '파일I/O', '파일', '디렉', '토리', '프로세스', '프로세스', '통신', '소켓', '기반', '네트워크', '프로그래밍', '프로시저', '호출', '프로그래밍', '학생', '수강신청', '문의', '교직원', '제공', '특성', '졸업', '장학금', '문제', '학생', '과정', '추가', '수강', '학생', '제한', '과정', '대부분', '명령', '작동', '파악', '파일I/O', '프로세스', '통신', '클라이언트', '서버', '개발', '실무', '능력', '개발', '학생', '운영', '체제', '컴퓨터', '아키텍처', '고급', '과정', '기초', '지식', '습득', '예상']"
194,"['컴퓨터', '운영', '체제', '원리', '개념', '이해', '컴퓨터', '운영', '체제', '제공', '서비스', '이해', '운영체제', '설계', '구현']"
195,"['컴퓨터', '운영', '체제', '원리', '개념', '이해', '컴퓨터', '운영', '체제', '제공', '서비스', '이해', '운영체제', '설계', '구현']"
196,"['디지털논리회로', '설계', '해석', '필요', '이론', '주요', '교과', '내용', '부울대수', '논리함수', '표현', '간략화기법', '상용논리소자', '인코더', '디코더', '멀티플렉서', '플립플롭', '종류', '동작', '특성', '최종', '조합', '논리', '회로', '순차', '논리', '회로', '설계', '해석', '방법', '학점', '시간', '이론', '시간', '실험', '운영']"
197,"['공통기초필수', '신입', '대학', '생활', '적응', '이해', '바탕', '진로', '비전', '설계', '신입생', '교수', '학습자', '소그룹', '내외', '소통', '이해', '분야', '현장', '요구', '역량', '진로', '비전', '설계', '대학', '생활', '적응', '이해', '기초', '중심', '교수', '방법', '문제', '해결', '바탕', '협동', '필요', '역량', '문제해결능력', '함양', '사회', '스킬', '신입', '자기이해', '교수자-학습자', '학습자-학습자', '학습자-학습환경', '소통', '이해', '대학', '생활', '적응', '능동', '진로', '비전', '설계', '수강', '수강', '역량', '함양', '기대', 'PBL(문제해결학습)', '교수-학습방법', '이해', '구성', '진행', '방식', '역할', '구체', '설명', '소그룹', '학습공동체', '의미', '이해', '공동체', '활동', '적극', '현장', '특성', '구조', '문제', '해결', '자기', '주도', '계획']"
198,"['공통기초필수', '신입', '대학', '생활', '적응', '이해', '바탕', '진로', '비전', '설계', '신입생', '교수', '학습자', '소그룹', '내외', '소통', '이해', '분야', '현장', '요구', '역량', '진로', '비전', '설계', '대학', '생활', '적응', '이해', '기초', '중심', '교수', '방법', '문제', '해결', '바탕', '협동', '필요', '역량', '문제해결능력', '함양', '사회', '스킬', '신입', '자기이해', '교수자-학습자', '학습자-학습자', '학습자-학습환경', '소통', '이해', '대학', '생활', '적응', '능동', '진로', '비전', '설계', '수강', '수강', '역량', '함양', '기대', 'PBL(문제해결학습)', '교수-학습방법', '이해', '구성', '진행', '방식', '역할', '구체', '설명', '소그룹', '학습공동체', '의미', '이해', '공동체', '활동', '적극', '현장', '특성', '구조', '문제', '해결', '자기', '주도', '계획']"
199,"['공학인증종합설계', '컴퓨터', '캡스톤디자인', '연장', '지도', '교수', '정기', '미팅', '설계', '방법', '작품', '구현', '내용', '추가', '최근', '기술', '동향', '파악', '세미나', '참석', '요구', '참석', '여부', '최종', '목적', '단위', '소프트웨어개발', '프로젝트', '상품화수준', '소프트웨어개발', '소프트웨어', '품질보장방법', '소프트웨어', '품질', '보장', '소프트웨어개발', '산출물', '요구사항분석', '설계문서', '구현', '노트', '검증방법', '소프트웨어', '소스', '코드', '디버깅', '테스트', '검증방법', '소프트웨어개발', '산출물', '효율', '유지보수방법', '습득', '컴퓨터공학', '학생', '산업체', '요구', '능력', '배양', '학부', '이론', '바탕', '공동', '작품', '설계', '해결', '기법', '함양']"
200,"['물리학', '자연', '현상', '과학', '탐구', '이해', '학문', '관찰', '실험', '필수', '획득', '실험', '결과', '이론', '체계', '비교', '설명', '가지', '성공', '결과', '해석', '물리학', '지식', '체계', '과정', '기초', '실험', '결과', '일반', '물리학', '시간', '내용', '비교', '주제', '이해', '학생', '실험', '문제', '해결', '방법', '도움', '이론', '일반', '물리학', '개념', '실험', '이해', '일반', '물리학', '주제', '일상', '생활', '역학', '실험', '구성', '길이', '정밀', '측정', '시작', '자유낙하', '운동', '뉴턴', '법칙', '에너지', '운동량', '보존', '법칙', '시간', '내용', '실험', '확인', '기회', '일반', '물리학', '이론', '내용', '실험', '확인', '이해', '학생', '실험', '실험', '문제', '해결', '방법', '해당', '학과', '개설', '일반', '물리학', '실험', '수강', '원칙', '해당', '실험실', '사정', '일부', '실험', '종목', '사항', '공학', '계산기', '일반', '물리', '실험교', '지참', '실험', '부상', '노출', '복장', '실험', '반시', '태도', '점수', '실험실', '음식물', '반입', '반시', '태도', '점수', '제물', '기말', '과제', '제외', '대면', '실험', '리포트', '기말', '과제', '태도', '삭감', '점수', '점수', '기말', '과제', '결석', '상황', '위원회', '결정', '동영상', '대체']"
