"","[운영체제, 원리, 개념, 이해, 운영체제, 제공, 서비스, 이해, 운영체제, 설계, 구현, 이슈]"
"24367","[해양학, 해양공학, 분야, 자신, 관심, 적성, 주제, 토론, 독서, 조금, 자신, 관심, 적성, 주제, 준비, 취업, 고민, 가능, 준비, 방법]"
"24368","[공통, 기초, 필수, 신입생, 대학생활, 적응, 이해, 바탕, 진로비전, 설계, 신입생, 전공교수, 학습자소그룹, 내외, 소통, 이해, 분야, 현장, 요구, 역량, 진로, 비전, 설계, 대학생활, 적응, 이해, 기초, 중심, 교수, 방법, 바탕, 협동, 필요, 역량, 문제해결능력, 함양, 사회, 스킬, 신입생, 자기, 이해, 교수자-학습자, 학습자-학습자, 학습자-학습환경, 소통, 이해, 대학생활, 적응, 능동, 진로, 비전, 설계, 수강, 수강, 역량, 함양, 기대, 교수, 방법, 이해, 구성, 진행, 방식, 역할, 구체, 설명, 소그룹, 공동체, 의미, 이해, 공동체, 활동, 적극, 현장, 특성, 구조, 문제, 해결, 자기, 주도, 계획]"
"24369","[대학생활, 필요, 정보, 제공, 진로설계, 토론, 진행, 대학, 생활, 본인, 비젼, 실현, 진로, 설계, 토론, 진행]"
"24370","[대학, 신입생, 대학생활, 구체, 학업, 설정, 달성, 시간, 계획, 수립, 취업, 진로, 계획, 구체, 신입, 자기이해, 정체, 확립, 교수, 학생, 소통, 원활, 대학생활, 적응, 비전, 설계, 공통기초필수, 운영]"
"24371","[신입생, 대상, 개개인, 분야, 비전, 설계, 소규모, 그룹, 활동, 자기, 성찰, 진로, 방향, 소규모, 그룹, 활동, 파트, 전문, 개인, 정체, 진로, 방향, 학교, 제공, 프로그램, 수강, 동영상, 청취, 교수, 다양, 면담, 대학생활, 적응, 향후, 진로, 탐구, 도움]"
"24373","[]"
"24374","[공통, 기초, 필수, 신입생, 대학생활, 적응, 이해, 바탕, 진로비전, 설계, 신입생, 전공교수, 학습자소그룹, 내외, 소통, 이해, 분야, 현장, 요구, 역량, 진로, 비전, 설계, 대학생활, 적응, 이해, 기초, 중심, 교수, 방법, 바탕, 협동, 필요, 역량, 문제해결능력, 함양, 사회, 스킬, 신입생, 자기, 이해, 교수자-학습자, 학습자-학습자, 학습자-학습환경, 소통, 이해, 대학생활, 적응, 능동, 진로, 비전, 설계, 수강, 수강, 역량, 함양, 기대, 교수, 방법, 이해, 구성, 진행, 방식, 역할, 구체, 설명, 소그룹, 공동체, 의미, 이해, 공동체, 활동, 적극, 현장, 특성, 구조, 문제, 해결, 자기, 주도, 계획]"
"24375","[공통, 기초, 필수, 신입생, 대학생활, 적응, 이해, 바탕, 진로비전, 설계, 신입생, 전공교수, 학습자소그룹, 내외, 소통, 이해, 분야, 현장, 요구, 역량, 진로, 비전, 설계, 대학생활, 적응, 이해, 기초, 중심, 교수, 방법, 바탕, 협동, 필요, 역량, 문제해결능력, 함양, 사회, 스킬, 신입생, 자기, 이해, 교수자-학습자, 학습자-학습자, 학습자-학습환경, 소통, 이해, 대학생활, 적응, 능동, 진로, 비전, 설계, 수강, 수강, 역량, 함양, 기대, 교수, 방법, 이해, 구성, 진행, 방식, 역할, 구체, 설명, 소그룹, 공동체, 의미, 이해, 공동체, 활동, 적극, 현장, 특성, 구조, 문제, 해결, 자기, 주도, 계획]"
"24376","[공통, 기초, 필수, 신입생, 대학생활, 적응, 이해, 바탕, 진로비전, 설계, 신입생, 전공교수, 학습자소그룹, 내외, 소통, 이해, 분야, 현장, 요구, 역량, 진로, 비전, 설계, 대학생활, 적응, 이해, 기초, 중심, 교수, 방법, 바탕, 협동, 필요, 역량, 문제해결능력, 함양, 사회, 스킬, 신입생, 자기, 이해, 교수자-학습자, 학습자-학습자, 학습자-학습환경, 소통, 이해, 대학생활, 적응, 능동, 진로, 비전, 설계, 수강, 수강, 역량, 함양, 기대]"
"24377","[대학, 신입, 대학생활, 적응, 이해, 바탕, 신입, 진로비전, 설계, 접근, 자기, 주도, 경험, 지원, 대학생활, 적응, 이해, 기초, 중심, 교수, 방법, 바탕, 밀접, 현장, 문제, 해결, 과정, 능동, 역할, 중요, 협동, 필요, 역량, 사회, 스킬]"
"24378","[공통, 기초, 필수, 신입생, 대학생활, 적응, 이해, 바탕, 진로비전, 설계, 신입생, 전공교수, 학습자소그룹, 내외, 소통, 이해, 분야, 현장, 요구, 역량, 진로, 비전, 설계, 대학생활, 적응, 이해, 기초, 중심, 교수, 방법, 바탕, 협동, 필요, 역량, 문제해결능력, 함양, 사회, 스킬, 신입생, 자기, 이해, 교수자-학습자, 학습자-학습자, 학습자-학습환경, 소통, 이해, 대학생활, 적응, 능동, 진로, 비전, 설계, 수강, 수강, 역량, 함양, 기대, 교수, 방법, 이해, 구성, 진행, 방식, 역할, 구체, 설명, 소그룹, 공동체, 의미, 이해, 공동체, 활동, 적극, 현장, 특성, 구조, 문제, 해결, 자기, 주도, 계획]"
"24379","[공통, 기초, 필수, 신입생, 대학생활, 적응, 이해, 바탕, 진로비전, 설계, 신입생, 전공교수, 학습자소그룹, 내외, 소통, 이해, 분야, 현장, 요구, 역량, 진로, 비전, 설계, 대학생활, 적응, 이해, 기초, 중심, 교수, 방법, 바탕, 협동, 필요, 역량, 문제해결능력, 함양, 사회, 스킬, 신입생, 자기, 이해, 교수자-학습자, 학습자-학습자, 학습자, 환경, 소통, 이해, 대학생활, 적응, 능동, 진로, 비전, 설계, 주별, 첨부, 파일, 계획서, 예시, 개강, 프로그램, 공지, 예정, 사항, 학과, 현지, 조사, 학과, 일환, 진행, 불참자]"
"24380","[교수, 학생, 원활, 소통, 신입생, 대학생활, 적응, 전설, 도움, 공통기초필수, 운영, 신입, 대학생활, 적응, 학업계획, 비전, 수립, 지도교수, 유대, 강화, 영역, 이해, 자기, 이해, 정체, 확립, 소통, 대인, 관계, 형성, 미래, 비전, 설계, 취업률, 향상, 제고]"
"24381","[공통, 기초, 필수, 신입생, 대학생활, 적응, 이해, 바탕, 진로비전, 설계, 신입생, 전공교수, 학습자소그룹, 내외, 소통, 이해, 분야, 현장, 요구, 역량, 진로, 비전, 설계, 대학생활, 적응, 이해, 기초, 중심, 교수, 방법, 바탕, 협동, 필요, 역량, 문제해결능력, 함양, 사회, 스킬, 신입생, 자기, 이해, 교수자-학습자, 학습자-학습자, 학습자-학습환경, 소통, 이해, 대학생활, 적응, 능동, 진로, 비전, 설계, 수강, 수강, 역량, 함양, 기대, 교수, 방법, 이해, 구성, 진행, 방식, 역할, 구체, 설명, 소그룹, 공동체, 의미, 이해, 공동체, 활동, 적극, 현장, 특성, 구조, 문제, 해결, 자기, 주도, 계획]"
"24382","[공통, 기초, 필수, 신입생, 대학생활, 적응, 이해, 바탕, 진로비전, 설계, 신입생, 전공교수, 학습자소그룹, 내외, 소통, 이해, 분야, 현장, 요구, 역량, 진로, 비전, 설계, 대학생활, 적응, 이해, 기초, 중심, 교수, 방법, 바탕, 협동, 필요, 역량, 문제해결능력, 함양, 사회, 스킬, 신입생, 자기, 이해, 교수자-학습자, 학습자-학습자, 학습자-학습환경, 소통, 이해, 대학생활, 적응, 능동, 진로, 비전, 설계, 수강, 수강, 역량, 함양, 기대, 교수, 방법, 이해, 구성, 진행, 방식, 역할, 구체, 설명, 소그룹, 공동체, 의미, 이해, 공동체, 활동, 적극, 현장, 특성, 구조, 문제, 해결, 자기, 주도, 계획]"
"24383","[공통, 기초, 필수, 신입생, 대학생활, 적응, 이해, 바탕, 진로비전, 설계, 신입생, 전공교수, 학습자소그룹, 내외, 소통, 이해, 분야, 현장, 요구, 역량, 진로, 비전, 설계, 대학생활, 적응, 이해, 기초, 중심, 교수, 방법, 바탕, 협동, 필요, 역량, 문제해결능력, 함양, 사회, 스킬, 신입생, 자기, 이해, 교수자-학습자, 학습자-학습자, 학습자-학습환경, 소통, 이해, 대학생활, 적응, 능동, 진로, 비전, 설계, 수강, 수강, 역량, 함양, 기대, 교수, 방법, 이해, 구성, 진행, 방식, 역할, 구체, 설명, 소그룹, 공동체, 의미, 이해, 공동체, 활동, 적극, 현장, 특성, 구조, 문제, 해결, 자기, 주도, 계획, 강좌, 실시간, 진행, 변화, 대면, 변경]"
"24384","[공통, 기초, 필수, 신입생, 대학생활, 적응, 이해, 바탕, 진로비전, 설계, 신입생, 전공교수, 학습자소그룹, 내외, 소통, 이해, 분야, 현장, 요구, 역량, 진로, 비전, 설계, 대학생활, 적응, 이해, 기초, 중심, 교수, 방법, 바탕, 협동, 필요, 역량, 문제해결능력, 함양, 사회, 스킬, 신입생, 자기, 이해, 교수자-학습자, 학습자-학습자, 학습자-학습환경, 소통, 이해, 대학생활, 적응, 능동, 진로, 비전, 설계]"
"24385","[신입, 대학생활, 진로설계, 그룹, 설계, 중심, 신입, 대학, 생활, 안정, 적응, 구체, 실현, 가능, 진로설계, 유도]"
"24386","[신입생, 대학생활, 적응, 자기이해, 정체, 확립, 학업계획, 비전, 수립, 지도교수, 유대, 강화, 취업, 재고, 영역, 이해]"
"24387","[공통, 기초, 필수, 신입생, 대학생활, 적응, 이해, 바탕, 진로비전, 설계, 신입생, 전공교수, 학습자소그룹, 내외, 소통, 이해, 분야, 현장, 요구, 역량, 진로, 비전, 설계, 대학생활, 적응, 이해, 기초, 중심, 교수, 방법, 바탕, 협동, 필요, 역량, 문제해결능력, 함양, 사회, 스킬, 신입생, 자기, 이해, 교수자-학습자, 학습자-학습자, 학습자, 환경, 소통, 이해, 대학생활, 적응, 능동, 진로, 비전, 설계, 수강, 수강, 역량, 함양, 기대, 교수, 방법, 이해, 구성, 진행, 방식, 역할, 구체, 설명, 소그룹, 공동체, 의미, 이해, 공동체, 활동, 적극, 현장, 특성, 구조, 문제, 해결, 자기, 주도, 계획]"
"24388","[공통, 기초, 필수, 신입생, 대학생활, 적응, 이해, 바탕, 진로비전, 설계, 신입생, 전공교수, 학습자소그룹, 내외, 소통, 이해, 분야, 현장, 요구, 역량, 진로, 비전, 설계, 대학생활, 적응, 이해, 기초, 중심, 교수, 방법, 바탕, 협동, 필요, 역량, 문제해결능력, 함양, 사회, 스킬, 신입생, 자기, 이해, 교수자-학습자, 학습자-학습자, 학습자-학습환경, 소통, 이해, 대학생활, 적응, 능동, 진로, 비전, 설계, 수강, 수강, 역량, 함양, 기대, 교수, 방법, 이해, 구성, 진행, 방식, 역할, 구체, 설명, 소그룹, 공동체, 의미, 이해, 공동체, 활동, 적극, 현장, 특성, 구조, 문제, 해결, 자기, 주도, 계획]"
"24389","[공통, 기초, 필수, 신입생, 대학생활, 적응, 이해, 바탕, 진로비전, 설계, 신입생, 전공교수, 학습자소그룹, 내외, 소통, 이해, 분야, 현장, 요구, 역량, 진로, 비전, 대학생활, 적응, 이해, 기초, 중심, 교수, 방법, 바탕, 협동, 필요, 역량, 문제해결능력, 함양, 사회, 스킬, 신입생, 자기, 이해, 교수자-학습자, 학습자-학습자, 학습자, 환경, 소통, 이해, 대학생활, 능동, 진로, 비전, 설계, 것, 수강, 수강, 아래, 역량, 함양, 기대, 교수, 방법, 이해, 구성, 진행, 방식, 역할, 대학, 생활, 적용, 소그룹, 공동체, 의미, 이해, 공동체, 활동, 적극, 현장, 특성, 구조, 문제, 해결, 자기, 주도, 계획, 중간시험, 기말, 토론, 대화, 조사, 기반, 대학생활, 진로, 설계, 무단, 차등, 공결확인서, 기준, 과제, 대학생활, 진로, 계획, 토론, 학우, 교수, 캠퍼스, 탐방, 조사, 수강, 특징, 고려, 제반, 문제, 조율, 계획]"
"24390","[공통, 기초, 필수, 신입생, 대학생활, 적응, 이해, 바탕, 진로비전, 설계, 신입생, 전공교수, 학습자소그룹, 내외, 소통, 이해, 분야, 현장, 요구, 역량, 진로, 비전, 설계, 대학생활, 적응, 이해, 기초, 중심, 교수, 방법, 바탕, 협동, 필요, 역량, 문제해결능력, 함양, 사회, 스킬, 신입생, 자기, 이해, 교수자-학습자, 학습자-학습자, 학습자-학습환경, 소통, 이해, 대학생활, 적응, 능동, 진로, 비전, 설계, 수강, 수강, 역량, 함양, 기대, 교수, 방법, 이해, 구성, 진행, 방식, 역할, 구체, 설명, 소그룹, 공동체, 의미, 이해, 공동체, 활동, 적극, 현장, 특성, 구조, 문제, 해결, 자기, 주도, 계획]"
"24391","[공통, 기초, 필수, 신입생, 대학생활, 적응, 이해, 바탕, 진로비전, 설계, 신입생, 전공교수, 학습자소그룹, 내외, 소통, 이해, 분야, 현장, 요구, 역량, 진로, 비전, 설계, 대학생활, 적응, 이해, 기초, 중심, 교수, 방법, 바탕, 협동, 필요, 역량, 문제해결능력, 함양, 사회, 스킬, 신입생, 자기, 이해, 교수자-학습자, 학습자-학습자, 학습자-학습환경, 소통, 이해, 대학생활, 적응, 능동, 진로, 비전, 설계, 수강, 수강, 역량, 함양, 기대, 교수, 방법, 이해, 구성, 진행, 방식, 역할, 구체, 설명, 소그룹, 공동체, 의미, 이해, 공동체, 활동, 적극, 현장, 특성, 구조, 문제, 해결, 자기, 주도, 계획]"
"24392","[공통, 기초, 필수, 신입생, 대학생활, 적응, 이해, 바탕, 진로비전, 설계, 신입생, 전공교수, 학습자소그룹, 내외, 소통, 이해, 분야, 현장, 요구, 역량, 진로, 비전, 설계, 대학생활, 적응, 이해, 기초, 중심, 교수, 방법, 바탕, 협동, 필요, 역량, 문제해결능력, 함양, 사회, 스킬, 신입생, 자기, 이해, 교수자-학습자, 학습자-학습자, 학습자-학습환경, 소통, 이해, 대학생활, 적응, 능동, 진로, 비전, 설계, 수강, 수강, 역량, 함양, 기대, 교수, 방법, 이해, 구성, 진행, 방식, 역할, 구체, 설명, 소그룹, 공동체, 의미, 이해, 공동체, 활동, 적극, 현장, 특성, 구조, 문제, 해결, 자기, 주도, 계획, 강좌, 이용, 실시간, 화상강의, 마이크, 필요]"
"24393","[신입생, 대상, 개개인, 분야, 비전, 설계, 소규모, 그룹, 활동, 자기, 성찰, 진로, 방향, 소규모, 그룹, 활동, 파트, 전문, 개인, 정체, 진로, 방향, 주제, 활동, 운영, 지도교수, 담당, 차별, 활동, 교내, 유관, 부서, 지원, 필수활동, 선택활동, 운영, 신입, 자기이해, 교수, 학생, 소통, 원활, 대학생활, 적응, 비전, 설계, 학내, 다양, 교육, 프로그램, 경험, 이수, 실력, 인성, 겸비, 융합, 인재, 양성]"
"24394","[공통, 기초, 필수, 신입생, 대학생활, 적응, 이해, 바탕, 진로비전, 설계, 신입생, 전공교수, 학습자소그룹, 내외, 소통, 이해, 분야, 현장, 요구, 역량, 진로, 비전, 설계, 대학생활, 적응, 이해, 기초, 중심, 교수, 방법, 바탕, 협동, 필요, 역량, 문제해결능력, 함양, 사회, 스킬, 신입생, 자기, 이해, 교수자-학습자, 학습자-학습자, 학습자-학습환경, 소통, 이해, 대학생활, 적응, 능동, 진로, 비전, 설계, 수강, 수강, 역량, 함양, 기대, 교수, 방법, 이해, 구성, 진행, 방식, 역할, 구체, 설명, 소그룹, 공동체, 의미, 이해, 공동체, 활동, 적극, 현장, 특성, 구조, 문제, 해결, 자기, 주도, 계획, 주제, 활동, 의무, 이상, 점수, 점수, 부여, 중간고사, 기간, 기간, 주제, 활동, 확인서, 활동, 보고서, 활동, 보고서, 활동, 내용, 약술, 활동, 특별, 경험, 대학생활, 진로, 영향, 기술, 안점, 자유, 기술, 보고서, 길이, 이상, 구성, 날짜, 하드, 카피, 동시, 사이트, 문서, 파일, 과제, 독서, 토론, 과제, 부여, 예정, 표절, 타인, 업적, 인용, 표절, 표절, 학문, 범죄, 행위, 표절, 도운, 학교, 규정, 과제, 학과목, 점수, 정학, 무기정학, 처벌]"
"24395","[공통, 기초, 필수, 신입생, 대학생활, 적응, 이해, 바탕, 진로비전, 설계, 신입생, 전공교수, 학습자소그룹, 내외, 소통, 이해, 분야, 현장, 요구, 역량, 진로, 비전, 설계, 대학생활, 적응, 이해, 기초, 중심, 교수, 방법, 바탕, 협동, 필요, 역량, 문제해결능력, 함양, 사회, 스킬, 신입생, 자기, 이해, 교수자-학습자, 학습자-학습자, 학습자, 환경, 소통, 이해, 대학생활, 적응, 능동, 진로, 비전, 설계, 수강, 수강, 역량, 함양, 기대, 교수, 방법, 이해, 구성, 진행, 방식, 역할, 구체, 설명, 소그룹, 공동체, 의미, 이해, 공동체, 활동, 적극, 현장, 특성, 구조, 문제, 해결, 자기, 주도, 계획]"
"24396","[공통, 기초, 필수, 신입생, 대학생활, 적응, 이해, 바탕, 진로비전, 설계, 신입생, 전공교수, 학습자소그룹, 내외, 소통, 이해, 분야, 현장, 요구, 역량, 진로, 비전, 설계, 대학생활, 적응, 이해, 기초, 중심, 교수, 방법, 바탕, 협동, 필요, 역량, 문제해결능력, 함양, 사회, 스킬, 신입생, 자기, 이해, 교수자-학습자, 학습자-학습자, 학습자-학습환경, 소통, 이해, 대학생활, 적응, 능동, 진로, 비전, 설계, 실시간, 화상강의, 중심, 진행, 주별, 동영상, 자료, 과제, 보고서, 계획서, 해당, 자료실, 업로드]"
"24397","[공통, 기초, 필수, 신입생, 대학생활, 적응, 이해, 바탕, 진로비전, 설계, 신입생, 전공교수, 학습자소그룹, 내외, 소통, 이해, 분야, 현장, 요구, 역량, 진로, 비전, 설계, 대학생활, 적응, 이해, 기초, 중심, 교수, 방법, 바탕, 협동, 필요, 역량, 문제해결능력, 함양, 사회, 스킬, 신입생, 자기, 이해, 교수자-학습자, 학습자-학습자, 학습자, 환경, 소통, 이해, 대학생활, 적응, 능동, 진로, 비전, 설계, 수강, 수강, 역량, 함양, 기대, 교수, 방법, 이해, 구성, 진행, 방식, 역할, 구체, 설명, 소그룹, 공동체, 의미, 이해, 공동체, 활동, 적극, 현장, 특성, 구조, 문제, 해결, 자기, 주도, 계획]"
"24398","[강좌, 지도교수, 학생, 유대, 강화, 신입, 학교, 학과, 생활, 어려움, 상의, 만남, 시간, 운영, 강좌, 분야, 지도교수, 상담, 자유, 토론, 영역, 비전, 학업, 수립, 토대, 마련, 실시간, 화상강의, 중심, 대면, 비밀, 번호]"
"24399","[공통, 기초, 필수, 신입생, 대학생활, 적응, 이해, 바탕, 진로비전, 설계, 신입생, 전공교수, 학습자소그룹, 내외, 소통, 이해, 분야, 현장, 요구, 역량, 진로, 비전, 설계, 대학생활, 적응, 이해, 기초, 중심, 교수, 방법, 바탕, 협동, 필요, 역량, 문제해결능력, 함양, 사회, 스킬, 신입생, 자기, 이해, 교수자-학습자, 학습자-학습자, 학습자-학습환경, 소통, 이해, 대학생활, 적응, 능동, 진로, 비전, 설계, 수강, 수강, 역량, 함양, 기대, 교수, 방법, 이해, 구성, 진행, 방식, 역할, 구체, 설명, 소그룹, 공동체, 의미, 이해, 공동체, 활동, 적극, 현장, 특성, 구조, 문제, 해결, 자기, 주도, 계획]"
"24400","[공통, 기초, 필수, 신입생, 대학생활, 적응, 이해, 바탕, 진로비전, 설계, 신입생, 전공교수, 학습자소그룹, 내외, 소통, 이해, 분야, 현장, 요구, 역량, 진로, 비전, 설계, 대학생활, 적응, 이해, 기초, 중심, 교수, 방법, 바탕, 협동, 필요, 역량, 문제해결능력, 함양, 사회, 스킬, 신입생, 자기, 이해, 교수자-학습자, 학습자-학습자, 학습자, 환경, 소통, 이해, 대학생활, 적응, 능동, 진로, 비전, 설계, 수강, 수강, 역량, 함양, 기대, 교수, 방법, 이해, 구성, 진행, 방식, 역할, 구체, 설명, 소그룹, 공동체, 의미, 이해, 공동체, 활동, 적극, 현장, 특성, 구조, 문제, 해결, 자기, 주도, 계획]"
"24401","[공통, 기초, 필수, 신입생, 대학생활, 적응, 이해, 바탕, 진로비전, 설계, 신입생, 전공교수, 학습자소그룹, 내외, 소통, 이해, 분야, 현장, 요구, 역량, 진로, 비전, 설계, 대학생활, 적응, 이해, 기초, 중심, 교수, 방법, 바탕, 협동, 필요, 역량, 문제해결능력, 함양, 사회, 스킬, 신입생, 자기, 이해, 교수자-학습자, 학습자-학습자, 학습자-학습환경, 소통, 이해, 대학생활, 적응, 능동, 진로, 비전, 설계, 수강, 수강, 역량, 함양, 기대, 교수, 방법, 이해, 구성, 진행, 방식, 역할, 구체, 설명, 소그룹, 공동체, 의미, 이해, 공동체, 활동, 적극, 현장, 특성, 구조, 문제, 해결, 자기, 주도, 계획]"
"24402","[대학생활, 비전, 설계, 교수, 학생, 원활, 소통, 신입생, 대학생활, 적응, 전설, 도움, 공통기초필수, 운영, 신입생, 자기, 이해, 교수, 학생, 소통, 원활, 대학생활, 적용, 비전, 설계, 운영, 공통기초필수]"
"24403","[신입, 문제해결능력, 지도교수, 유대, 강화, 학업계획, 비전수립, 도움, 개설, 신입, 문제해결능력, 지도교수, 유대, 강화, 학업계획, 비전수립, 도움, 개설, 필요, 학생, 대면]"
"24404","[대학생, 이해, 소통, 성찰, 글쓰기, 진행, 소통, 콘텐츠, 제작]"
"24405","[공통, 기초, 필수, 신입생, 대학생활, 적응, 이해, 바탕, 진로비전, 설계, 도움, 주안점, 신입생, 전공교수, 학습자소그룹, 내외, 소통, 이해, 분야, 현장, 요구, 역량, 진로, 비전, 설계, 대학생활, 적응, 이해, 기초, 교육, 중심, 교수, 방법, 협동, 필요, 역량, 문제해결능력, 함양, 신입, 스스로, 이해, 한편, 교수자-학습자, 학습자-학습자, 학습자, 환경, 소통, 대학생활, 적응, 능동, 능력, 자신, 진로비전, 설계, 신입, 수강, 역량, 함양, 기대]"
"24406","[첨부, 파일, 참조, 첨부, 파일, 참조]"
"24407","[공통, 기초, 필수, 신입생, 대학생활, 적응, 이해, 바탕, 진로비전, 설계, 신입생, 전공교수, 학습자소그룹, 내외, 소통, 이해, 분야, 현장, 요구, 역량, 진로, 비전, 설계, 대학생활, 적응, 이해, 기초, 중심, 교수, 방법, 바탕, 협동, 필요, 역량, 문제해결능력, 함양, 사회, 스킬, 신입생, 자기, 이해, 교수자-학습자, 학습자-학습자, 학습자-학습환경, 소통, 이해, 대학생활, 적응, 능동, 진로, 비전, 설계, 수강, 수강, 역량, 함양, 기대, 교수, 방법, 이해, 구성, 진행, 방식, 역할, 구체, 설명, 소그룹, 공동체, 의미, 이해, 공동체, 활동, 적극, 현장, 특성, 구조, 문제, 해결, 자기, 주도, 계획]"
"24408","[공통, 기초, 필수, 신입생, 대학생활, 적응, 이해, 바탕, 진로비전, 설계, 신입생, 전공교수, 학습자소그룹, 내외, 소통, 이해, 분야, 현장, 요구, 역량, 진로, 비전, 설계, 대학생활, 적응, 이해, 기초, 중심, 교수, 방법, 바탕, 협동, 필요, 역량, 문제해결능력, 함양, 사회, 스킬, 신입생, 자기, 이해, 교수자-학습자, 학습자-학습자, 학습자-학습환경, 소통, 이해, 대학생활, 적응, 능동, 진로, 비전, 설계, 수강, 수강, 역량, 함양, 기대, 교수, 방법, 이해, 구성, 진행, 방식, 역할, 구체, 설명, 소그룹, 공동체, 의미, 이해, 공동체, 활동, 적극, 현장, 특성, 구조, 문제, 해결, 자기, 주도, 계획]"
"24409","[공통, 기초, 필수, 신입생, 대학생활, 적응, 이해, 바탕, 진로비전, 설계, 신입생, 전공교수, 학습자소그룹, 내외, 소통, 이해, 분야, 현장, 요구, 역량, 진로, 비전, 설계, 대학생활, 적응, 이해, 기초, 중심, 교수, 방법, 바탕, 협동, 필요, 역량, 문제해결능력, 함양, 사회, 스킬, 신입생, 자기, 이해, 교수자-학습자, 학습자-학습자, 학습자-학습환경, 소통, 이해, 대학생활, 적응, 능동, 진로, 비전, 설계, 수강, 수강, 역량, 함양, 기대, 교수, 방법, 이해, 구성, 진행, 방식, 역할, 구체, 설명, 소그룹, 공동체, 의미, 이해, 공동체, 활동, 적극, 현장, 특성, 구조, 문제, 해결, 자기, 주도, 계획]"
"24411","[신입생, 대학생활, 적응, 영역, 이해, 대학생활, 적응, 학생, 비전, 설계, 각자, 자기소개, 성장, 교육, 인성, 취미, 특기, 열정, 스토리, 희망, 가치관, 커리어, 대학생활, 계획, 대학생활, 적응, 생활, 모색, 신입생, 대학생활, 적응, 지도, 교수, 그룹, 활동, 실시, 신입생, 대학생활, 적응]"
"24412","[공통, 기초, 필수, 신입생, 대학생활, 적응, 이해, 바탕, 진로비전, 설계, 신입생, 전공교수, 학습자소그룹, 내외, 소통, 이해, 분야, 현장, 요구, 역량, 진로, 비전, 설계, 대학생활, 적응, 이해, 기초, 중심, 교수, 방법, 바탕, 협동, 필요, 역량, 문제해결능력, 함양, 사회, 스킬, 신입생, 자기, 이해, 교수자-학습자, 학습자-학습자, 학습자, 환경, 소통, 이해, 대학생활, 적응, 능동, 진로, 비전, 설계, 수강, 수강, 역량, 함양, 기대, 교수, 방법, 이해, 구성, 진행, 방식, 역할, 구체, 설명, 소그룹, 공동체, 의미, 이해, 공동체, 활동, 적극, 현장, 특성, 구조, 문제, 해결, 자기, 주도, 계획]"
"24413","[대학생활, 비전, 설계, 교수, 학생, 원활, 소통, 신입생, 대학생활, 적응, 전설, 도움, 공통기초필수, 운영, 신입, 대학생활, 적응, 학업계획, 비전수립, 지도교수, 유대, 강화, 영역, 이해, 자기, 이해, 정체, 확립, 소통, 대인, 관계, 형성, 미래, 비전, 설계, 취업률, 향상, 제고]"
"24414","[자료, 배부, 예정]"
"24415","[문답식, 진행, 학생, 질문, 학생, 학생, 공개, 질문, 대답, 숙제, 하루, 메모, 자신, 생각, 유행가, 그림, 종이, 모임, 학생, 한편, 낭독, 행정, 요구, 예, 각종, 동영상, 학생, 대화, 상대방, 신뢰, 자신, 각거리, 영역, 메모, 효과, 체득]"
"24416","[공통, 기초, 필수, 신입생, 대학생활, 적응, 이해, 바탕, 진로비전, 설계, 신입생, 전공교수, 학습자소그룹, 내외, 소통, 이해, 분야, 현장, 요구, 역량, 진로, 비전, 설계, 대학생활, 적응, 이해, 기초, 중심, 교수, 방법, 바탕, 협동, 필요, 역량, 문제해결능력, 함양, 사회, 스킬, 신입생, 자기, 이해, 교수자-학습자, 학습자-학습자, 학습자-학습환경, 소통, 이해, 대학생활, 적응, 능동, 진로, 비전, 설계, 수강, 수강, 역량, 함양, 기대, 교수, 방법, 이해, 구성, 진행, 방식, 역할, 구체, 설명, 소그룹, 공동체, 의미, 이해, 공동체, 활동, 적극, 현장, 특성, 구조, 문제, 해결, 자기, 주도, 계획]"
"24417","[신입생, 대학생활, 설계, 향후, 진로, 계획, 공통, 제공, 강좌, 개별, 면담, 토론, 대학생활, 정학, 실천, 계획, 학생, 향후, 진로, 구체, 실천, 가능, 도움]"
"24418","[공통, 기초, 필수, 신입생, 대학생활, 적응, 이해, 바탕, 진로비전, 설계, 신입생, 전공교수, 학습자소그룹, 내외, 소통, 이해, 분야, 현장, 요구, 역량, 진로, 비전, 설계, 대학생활, 적응, 이해, 기초, 중심, 교수, 방법, 바탕, 협동, 필요, 역량, 문제해결능력, 함양, 사회, 스킬, 실시간, 병행, 진행, 공지, 신입생, 자기, 이해, 교수자-학습자, 학습자-학습자, 학습자-학습환경, 소통, 이해, 대학생활, 적응, 능동, 진로, 비전, 설계]"
"24419","[대학생활, 적응, 이해, 바탕, 향후, 진로비전, 설계, 교수, 소그룹, 내외, 소통, 이해, 분야, 현장, 체험, 현장, 요구, 역량, 파악, 신입생, 자기, 이해, 교수자-학습자, 학습자-학습자, 학습자-학습환경, 소통, 이해, 대학생활, 적응, 능동, 진로, 비전, 설계, 수강, 수강, 역량, 함양, 기대, 교수, 방법, 이해, 구성, 진행, 방식, 역할, 구체, 설명, 소그룹, 공동체, 의미, 이해, 공동체, 활동, 적극, 현장, 특성, 구조, 문제, 해결, 자기, 주도, 계획]"
